route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411436,"Bethel | Emerald Hills",0,444001,431-10-1,1,1
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411437,"Bethel | Emerald Hills",0,444001,431-10-1,1,1
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411438,"Bethel | Emerald Hills",0,444001,431-10-1,1,1
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411439,"Bethel | Emerald Hills",0,444001,431-10-1,1,1
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411440,"Bethel | Emerald Hills",0,444001,431-10-1,1,1
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411441,"Bethel | Emerald Hills",0,444001,431-10-1,1,1
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411442,"Bethel | Emerald Hills",0,444001,431-10-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411443,"Bethel",0,444001,440-22-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411444,"Bethel | Heritage Hills",0,444001,440-23-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411445,"Bethel | Heritage Hills",0,444001,440-23-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411446,"Bethel | Heritage Hills",0,444001,440-23-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411447,"Bethel | Heritage Hills",0,444001,440-23-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411448,"Bethel | Heritage Hills",0,444001,440-23-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411449,"Bethel | Heritage Hills",0,444001,440-23-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411450,"Bethel | Heritage Hills",0,444001,440-24-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411451,"Bethel | Heritage Hills",0,444001,440-24-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411452,"Bethel | Heritage Hills",0,444001,440-24-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411453,"Bethel | Heritage Hills",0,444001,440-24-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411454,"Bethel | Heritage Hills",0,444001,440-24-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411455,"Bethel | Heritage Hills",0,444001,440-24-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411456,"Bethel | Heritage Hills",0,444001,440-24-1,1,1
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411459,"Bethel | Emerald Hills",0,443101,431-10-1,1,1
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411460,"Bethel | Emerald Hills",0,443101,431-10-1,1,1
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411461,"Bethel | Emerald Hills",0,443101,431-10-1,1,1
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411462,"Bethel | Emerald Hills",0,443101,431-10-1,1,1
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411463,"Bethel | Emerald Hills",0,443101,431-10-1,1,1
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411464,"Bethel | Emerald Hills",0,443101,431-10-1,1,1
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411465,"Bethel | Emerald Hills",0,443101,431-10-1,1,1
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411466,"Bethel | Emerald Hills",0,443101,431-10-1,1,1
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411467,"Bethel | Emerald Hills",0,443101,431-10-1,1,1
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411468,"Bethel | Emerald Hills",0,443101,431-10-1,1,1
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411469,"Bethel | Emerald Hills",0,443101,431-10-1,1,1
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411470,"Bethel | Emerald Hills",0,443101,431-10-1,1,1
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411471,"Bethel | Emerald Hills",0,443101,431-10-1,1,1
431,Blocking-Weekday-33-SCT-SPR26-1111100,32411472,"Bethel | Emerald Hills",0,443101,431-11-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411473,"Bethel | Heritage Hills",0,443101,440-23-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411474,"Bethel | Heritage Hills",0,443101,440-24-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411475,"Bethel | Heritage Hills",0,443101,440-23-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411476,"Bethel | Heritage Hills",0,443101,440-23-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411477,"Bethel | Heritage Hills",0,443101,440-23-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411478,"Bethel | Heritage Hills",0,443101,440-23-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411479,"Bethel | Heritage Hills",0,443101,440-23-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411480,"Bethel | Heritage Hills",0,443101,440-24-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411481,"Bethel | Heritage Hills",0,443101,440-24-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411482,"Bethel | Heritage Hills",0,443101,440-24-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411483,"Bethel | Heritage Hills",0,443101,440-24-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411484,"Bethel | Heritage Hills",0,443101,440-24-1,1,1
440,Blocking-Weekday-33-SCT-SPR26-1111100,32411485,"Bethel | Heritage Hills",0,443101,440-24-1,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411488,"Bethel | Glen Allan | Ordze",0,445101,443-26-1,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411489,"Bethel | Glen Allan | Ordze",0,445101,443-26-1,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411490,"Bethel | Glen Allan | Ordze",0,445101,443-26-1,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411491,"Bethel | Glen Allan | Ordze",0,445101,443-26-1,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411492,"Bethel | Glen Allan | Ordze",0,445101,443-26-1,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411493,"Bethel | Glen Allan | Ordze",0,445101,443-26-1,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411494,"Bethel | Glen Allan | Ordze",0,445101,443-26-1,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411495,"Bethel | Glen Allan | Ordze",0,445101,443-26-1,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411496,"Bethel | Glen Allan | Ordze",0,445101,443-26-1,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411497,"Bethel | Glen Allan | Ordze",0,445101,443-26-1,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411498,"Bethel | Glen Allan | Ordze",0,445101,443-26-1,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411499,"Bethel | Glen Allan | Ordze",0,445101,443-26-1,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411500,"Bethel | Glen Allan | Ordze",0,445101,443-26-1,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411501,"Bethel Via Mills Haven",1,445101,451-36-2,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411502,"Bethel Via Mills Haven",1,445101,451-36-2,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411503,"Bethel Via Mills Haven",1,445101,451-36-2,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411504,"Bethel Via Mills Haven",1,445101,451-36-2,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411505,"Bethel Via Mills Haven",1,445101,451-36-2,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411506,"Bethel Via Mills Haven",1,445101,451-36-2,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411507,"Bethel Via Mills Haven",1,445101,451-36-2,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411508,"Bethel Via Mills Haven",1,445101,451-36-2,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411509,"Bethel Via Mills Haven",1,445101,451-36-2,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411510,"Bethel Via Mills Haven",1,445101,451-36-2,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411511,"Bethel Via Mills Haven",1,445101,451-36-2,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411512,"Bethel Via Mills Haven",1,445101,451-36-2,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411513,"Bethel Via Mills Haven",1,445101,451-36-2,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411514,"Bethel Via Mills Haven",1,445101,451-37-2,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411517,"Bethel Via Sherwood Park Mall",1,444301,443-28-2,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411518,"Bethel Via Sherwood Park Mall",1,444301,443-28-2,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411519,"Bethel Via Sherwood Park Mall",1,444301,443-28-2,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411520,"Bethel Via Sherwood Park Mall",1,444301,443-28-2,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411521,"Bethel Via Sherwood Park Mall",1,444301,443-28-2,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411522,"Bethel Via Sherwood Park Mall",1,444301,443-28-2,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411523,"Bethel Via Sherwood Park Mall",1,444301,443-28-2,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411524,"Bethel Via Sherwood Park Mall",1,444301,443-28-2,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411525,"Bethel Via Sherwood Park Mall",1,444301,443-28-2,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411526,"Bethel Via Sherwood Park Mall",1,444301,443-28-2,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411527,"Bethel Via Sherwood Park Mall",1,444301,443-28-2,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411528,"Bethel Via Sherwood Park Mall",1,444301,443-28-2,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411529,"Bethel Via Sherwood Park Mall",1,444301,443-28-2,1,1
443,Blocking-Weekday-33-SCT-SPR26-1111100,32411530,"Bethel",1,444301,443-27-2,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411531,"Bethel | Mills Haven | Ordze",0,444301,451-43-1,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411532,"Bethel | Mills Haven | Ordze",0,444301,451-43-1,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411533,"Bethel | Mills Haven | Ordze",0,444301,451-43-1,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411534,"Bethel | Mills Haven | Ordze",0,444301,451-43-1,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411535,"Bethel | Mills Haven | Ordze",0,444301,451-43-1,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411536,"Bethel | Mills Haven | Ordze",0,444301,451-43-1,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411537,"Bethel | Mills Haven | Ordze",0,444301,451-43-1,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411538,"Bethel | Mills Haven | Ordze",0,444301,451-43-1,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411539,"Bethel | Mills Haven | Ordze",0,444301,451-43-1,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411540,"Bethel | Mills Haven | Ordze",0,444301,451-43-1,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411541,"Bethel | Mills Haven | Ordze",0,444301,451-43-1,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411542,"Bethel | Mills Haven | Ordze",0,444301,451-43-1,1,1
451,Blocking-Weekday-33-SCT-SPR26-1111100,32411543,"Bethel | Mills Haven | Ordze",0,444301,451-43-1,1,1
430,Blocking-Weekday-33-SCT-SPR26-1111100,32411546,"Bethel Via Emerald Hills",0,443001,430-13-1,1,1
430,Blocking-Weekday-33-SCT-SPR26-1111100,32411547,"Bethel Via Emerald Hills",0,443001,430-14-1,1,1
430,Blocking-Weekday-33-SCT-SPR26-1111100,32411548,"Bethel Via Emerald Hills",0,443001,430-13-1,1,1
430,Blocking-Weekday-33-SCT-SPR26-1111100,32411549,"Bethel Via Emerald Hills",0,443001,430-13-1,1,1
430,Blocking-Weekday-33-SCT-SPR26-1111100,32411550,"Bethel Via Emerald Hills",0,443001,430-13-1,1,1
430,Blocking-Weekday-33-SCT-SPR26-1111100,32411551,"Bethel Via Emerald Hills",0,443001,430-13-1,1,1
430,Blocking-Weekday-33-SCT-SPR26-1111100,32411552,"Bethel Via Emerald Hills",0,443001,430-13-1,1,1
430,Blocking-Weekday-33-SCT-SPR26-1111100,32411553,"Bethel Via Emerald Hills",0,443001,430-13-1,1,1
430,Blocking-Weekday-33-SCT-SPR26-1111100,32411554,"Bethel Via Emerald Hills",0,443001,430-13-1,1,1
430,Blocking-Weekday-33-SCT-SPR26-1111100,32411555,"Bethel Via Emerald Hills",0,443001,430-13-1,1,1
430,Blocking-Weekday-33-SCT-SPR26-1111100,32411556,"Bethel Via Emerald Hills",0,443001,430-13-1,1,1
430,Blocking-Weekday-33-SCT-SPR26-1111100,32411557,"Bethel Via Emerald Hills",0,443001,430-13-1,1,1
430,Blocking-Weekday-33-SCT-SPR26-1111100,32411558,"Bethel Via Emerald Hills",0,443001,430-13-1,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411559,"Bethel",1,443001,433-11-2,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411560,"Bethel",1,443001,433-11-2,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411561,"Bethel",1,443001,433-11-2,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411562,"Bethel",1,443001,433-11-2,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411563,"Bethel",1,443001,433-11-2,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411564,"Bethel",1,443001,433-11-2,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411565,"Bethel",1,443001,433-11-2,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411566,"Bethel",1,443001,433-11-2,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411567,"Bethel",1,443001,433-11-2,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411568,"Bethel",1,443001,433-11-2,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411569,"Bethel",1,443001,433-11-2,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411570,"Bethel",1,443001,433-11-2,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411571,"Bethel",1,443001,433-11-2,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411572,"Bethel | Clarkdale Meadows",0,443001,433-12-1,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411573,"Bethel | Clarkdale Meadows",0,443001,433-12-1,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411574,"Bethel | Clarkdale Meadows",0,443001,433-12-1,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411575,"Bethel | Clarkdale Meadows",0,443001,433-12-1,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411576,"Bethel | Clarkdale Meadows",0,443001,433-12-1,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411577,"Bethel | Clarkdale Meadows",0,443001,433-12-1,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411578,"Bethel | Clarkdale Meadows",0,443001,433-12-1,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411579,"Bethel | Clarkdale Meadows",0,443001,433-12-1,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411580,"Bethel | Clarkdale Meadows",0,443001,433-12-1,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411581,"Bethel | Clarkdale Meadows",0,443001,433-12-1,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411582,"Bethel | Clarkdale Meadows",0,443001,433-12-1,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411583,"Bethel | Clarkdale Meadows",0,443001,433-12-1,1,1
433,Blocking-Weekday-33-SCT-SPR26-1111100,32411584,"Bethel | Clarkdale Meadows",0,443001,433-12-1,1,1
413,Blocking-Weekday-33-SCT-SPR26-1111100,32411587,"Gov'T Centre",0,441301,413-45-1,1,1
413,Blocking-Weekday-33-SCT-SPR26-1111100,32411588,"Gov'T Centre",0,441301,413-45-1,1,1
413,Blocking-Weekday-33-SCT-SPR26-1111100,32411589,"Gov'T Centre",0,441301,413-45-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411594,"Bethel | Regency | Ordze",0,444101,441-33-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411595,"Bethel | Regency | Ordze",0,444101,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411596,"Bethel | Regency | Ordze",0,444101,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411597,"Bethel | Regency | Ordze",0,444101,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411598,"Bethel | Regency | Ordze",0,444101,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411599,"Bethel | Regency | Ordze",0,444101,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411600,"Bethel | Regency | Ordze",0,444101,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411601,"Bethel | Regency | Ordze",0,444101,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411602,"Bethel | Regency | Ordze",0,444101,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411603,"Bethel | Regency | Ordze",0,444101,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411604,"Bethel | Regency | Ordze",0,444101,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411605,"Bethel | Regency | Ordze",0,444101,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411606,"Bethel | Regency | Ordze",0,444101,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411607,"Bethel | Regency | Salisbury",0,444101,441-34-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411608,"Ordze | Regency | Bethel",1,444101,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411609,"Ordze | Regency | Bethel",1,444101,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411610,"Ordze | Regency | Bethel",1,444101,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411611,"Ordze | Regency | Bethel",1,444101,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411612,"Ordze | Regency | Bethel",1,444101,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411613,"Ordze | Regency | Bethel",1,444101,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411614,"Ordze | Regency | Bethel",1,444101,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411615,"Ordze | Regency | Bethel",1,444101,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411616,"Ordze | Regency | Bethel",1,444101,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411617,"Ordze | Regency | Bethel",1,444101,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411618,"Ordze | Regency | Bethel",1,444101,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411619,"Ordze | Regency | Bethel",1,444101,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411620,"Ordze | Regency | Bethel",1,444101,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411623,"Bethel | Regency | Ordze",0,444102,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411624,"Bethel | Regency | Ordze",0,444102,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411625,"Bethel | Regency | Ordze",0,444102,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411626,"Bethel | Regency | Ordze",0,444102,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411627,"Bethel | Regency | Ordze",0,444102,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411628,"Bethel | Regency | Ordze",0,444102,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411629,"Bethel | Regency | Ordze",0,444102,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411630,"Bethel | Regency | Ordze",0,444102,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411631,"Bethel | Regency | Ordze",0,444102,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411632,"Bethel | Regency | Ordze",0,444102,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411633,"Bethel | Regency | Ordze",0,444102,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411634,"Bethel | Regency | Ordze",0,444102,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411635,"Bethel | Regency | Ordze",0,444102,441-31-1,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411636,"Bethel | Regency | Salisbury",1,444102,441-35-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411637,"Ordze | Regency | Bethel",1,444102,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411638,"Ordze | Regency | Bethel",1,444102,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411639,"Ordze | Regency | Bethel",1,444102,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411640,"Ordze | Regency | Bethel",1,444102,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411641,"Ordze | Regency | Bethel",1,444102,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411642,"Ordze | Regency | Bethel",1,444102,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411643,"Ordze | Regency | Bethel",1,444102,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411644,"Ordze | Regency | Bethel",1,444102,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411645,"Ordze | Regency | Bethel",1,444102,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411646,"Ordze | Regency | Bethel",1,444102,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411647,"Ordze | Regency | Bethel",1,444102,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411648,"Ordze | Regency | Bethel",1,444102,441-32-2,1,1
441,Blocking-Weekday-33-SCT-SPR26-1111100,32411649,"Ordze | Regency | Bethel",1,444102,441-32-2,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411652,"Bethel | Millenium Place",0,445001,420-7-1,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411653,"Bethel | Millenium Place",0,445001,420-7-1,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411654,"Bethel | Millenium Place",0,445001,420-7-1,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411655,"Bethel | Millenium Place",0,445001,420-7-1,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411656,"Bethel | Millenium Place",0,445001,420-7-1,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411657,"Bethel | Millenium Place",0,445001,420-7-1,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411658,"Bethel | Millenium Place",0,445001,420-7-1,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411659,"Bethel | Millenium Place",0,445001,420-7-1,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411660,"Bethel | Millenium Place",0,445001,420-7-1,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411661,"Bethel | Millenium Place",0,445001,420-7-1,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411662,"Bethel | Millenium Place",0,445001,420-7-1,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411663,"Bethel | Millenium Place",0,445001,420-7-1,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411664,"Bethel | Millenium Place",1,445001,420-6-2,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411665,"Bethel | Millenium Place",0,445001,420-7-1,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411666,"Bethel | Millenium Place",1,445001,420-6-2,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411667,"Bethel | Millenium Place",1,445001,420-6-2,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411668,"Bethel | Millenium Place",1,445001,420-6-2,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411669,"Bethel | Millenium Place",1,445001,420-6-2,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411670,"Bethel | Millenium Place",1,445001,420-6-2,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411671,"Bethel | Millenium Place",1,445001,420-6-2,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411672,"Bethel | Millenium Place",1,445001,420-6-2,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411673,"Bethel | Millenium Place",1,445001,420-6-2,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411674,"Bethel | Millenium Place",1,445001,420-6-2,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411675,"Bethel | Millenium Place",1,445001,420-6-2,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411676,"Bethel | Millenium Place",1,445001,420-6-2,1,1
420,Blocking-Weekday-33-SCT-SPR26-1111100,32411677,"Bethel | Millenium Place",1,445001,420-6-2,1,1
450,Blocking-Weekday-33-SCT-SPR26-1111100,32411678,"Bethel",1,445001,450-13-2,1,1
450,Blocking-Weekday-33-SCT-SPR26-1111100,32411679,"Bethel",1,445001,450-13-2,1,1
450,Blocking-Weekday-33-SCT-SPR26-1111100,32411680,"Bethel",1,445001,450-13-2,1,1
450,Blocking-Weekday-33-SCT-SPR26-1111100,32411681,"Bethel",1,445001,450-13-2,1,1
450,Blocking-Weekday-33-SCT-SPR26-1111100,32411682,"Bethel",1,445001,450-13-2,1,1
450,Blocking-Weekday-33-SCT-SPR26-1111100,32411683,"Bethel",1,445001,450-13-2,1,1
450,Blocking-Weekday-33-SCT-SPR26-1111100,32411684,"Bethel",1,445001,450-13-2,1,1
