route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
023R,20260531-Sunday-2-26-04-0000001,32378201,"Downtown",0,1,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378202,"Mill Woods",1,1,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378203,"Downtown",0,1,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378204,"Mill Woods",1,1,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378205,"Downtown",0,1,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378206,"Mill Woods",1,1,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378207,"Downtown",0,1,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378208,"Mill Woods",1,1,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378209,"Downtown",0,1,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378210,"Mill Woods",1,1,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378211,"Downtown",0,1,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378212,"Mill Woods",1,1,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378213,"Downtown",0,1,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378214,"Mill Woods",1,1,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378215,"Downtown",0,1,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378216,"Mill Woods",1,1,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378217,"Downtown",0,1,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378218,"Mill Woods",1,1,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378219,"Downtown",0,1,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378220,"Mill Woods",1,1,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378221,"Downtown",0,1,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378222,"Mill Woods",1,1,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378223,"Downtown",0,1,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378224,"Mill Woods",1,1,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378225,"Downtown",0,1,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378226,"Mill Woods",1,1,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378227,"Downtown",0,1,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378228,"Mill Woods",1,1,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378229,"Downtown",0,1,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378230,"Mill Woods",1,1,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378231,"Downtown",0,1,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378232,"Mill Woods",1,1,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378233,"Downtown",0,3,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378234,"Mill Woods",1,3,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378235,"Downtown",0,3,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378236,"Mill Woods",1,3,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378237,"Downtown",0,3,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378238,"Mill Woods",1,3,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378239,"Downtown",0,3,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378240,"Mill Woods",1,3,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378241,"Downtown",0,3,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378242,"Mill Woods",1,3,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378243,"Downtown",0,3,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378244,"Mill Woods",1,3,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378245,"Downtown",0,3,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378246,"Mill Woods",1,3,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378247,"Downtown",0,3,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378248,"Mill Woods",1,3,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378249,"Downtown",0,3,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378250,"Mill Woods",1,3,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378251,"Downtown",0,3,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378252,"Mill Woods",1,3,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378253,"Downtown",0,3,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378254,"Mill Woods",1,3,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378255,"Downtown",0,3,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378256,"Mill Woods",1,3,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378257,"Downtown",0,3,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378258,"Mill Woods",1,3,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378259,"Downtown",0,3,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378260,"Mill Woods",1,3,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378261,"Downtown",0,3,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378262,"Mill Woods",1,3,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378263,"Downtown",0,3,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378264,"Downtown",0,5,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378265,"Mill Woods",1,5,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378266,"Downtown",0,5,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378267,"Mill Woods",1,5,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378268,"Downtown",0,5,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378269,"Mill Woods",1,5,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378270,"Downtown",0,5,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378271,"Mill Woods",1,5,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378272,"Downtown",0,5,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378273,"Mill Woods",1,5,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378274,"Downtown",0,5,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378275,"Mill Woods",1,5,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378276,"Downtown",0,5,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378277,"Mill Woods",1,5,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378278,"Downtown",0,5,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378279,"Mill Woods",1,5,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378280,"Downtown",0,5,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378281,"Mill Woods",1,5,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378282,"Downtown",0,5,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378283,"Mill Woods",1,5,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378284,"Downtown",0,5,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378285,"Mill Woods",1,5,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378286,"Downtown",0,5,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378287,"Mill Woods",1,5,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378288,"Downtown",0,5,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378289,"Mill Woods",1,5,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378290,"Downtown",0,5,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378291,"Mill Woods",1,5,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378292,"Downtown",0,5,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378293,"Mill Woods",1,5,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378294,"Downtown",0,5,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378295,"Mill Woods",1,2,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378296,"Downtown",0,2,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378297,"Mill Woods",1,2,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378298,"Downtown",0,2,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378299,"Mill Woods",1,2,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378300,"Downtown",0,2,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378301,"Mill Woods",1,2,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378302,"Downtown",0,2,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378303,"Mill Woods",1,2,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378304,"Downtown",0,2,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378305,"Mill Woods",1,2,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378306,"Downtown",0,2,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378307,"Mill Woods",1,2,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378308,"Downtown",0,2,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378309,"Mill Woods",1,2,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378310,"Downtown",0,2,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378311,"Mill Woods",1,2,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378312,"Downtown",0,2,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378313,"Mill Woods",1,2,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378314,"Downtown",0,2,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378315,"Mill Woods",1,2,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378316,"Downtown",0,2,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378317,"Mill Woods",1,2,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378318,"Downtown",0,2,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378319,"Mill Woods",1,2,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378320,"Downtown",0,2,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378321,"Mill Woods",1,2,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378322,"Downtown",0,2,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378323,"Mill Woods",1,2,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378324,"Downtown",0,2,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378325,"Mill Woods",1,2,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378326,"Downtown",0,2,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378327,"Mill Woods",1,4,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378328,"Downtown",0,4,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378329,"Mill Woods",1,4,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378330,"Downtown",0,4,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378331,"Mill Woods",1,4,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378332,"Downtown",0,4,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378333,"Mill Woods",1,4,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378334,"Downtown",0,4,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378335,"Mill Woods",1,4,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378336,"Downtown",0,4,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378337,"Mill Woods",1,4,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378338,"Downtown",0,4,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378339,"Mill Woods",1,4,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378340,"Downtown",0,4,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378341,"Mill Woods",1,4,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378342,"Downtown",0,4,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378343,"Mill Woods",1,4,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378344,"Downtown",0,4,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378345,"Mill Woods",1,4,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378346,"Downtown",0,4,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378347,"Mill Woods",1,4,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378348,"Downtown",0,4,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378349,"Mill Woods",1,4,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378350,"Downtown",0,4,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378351,"Mill Woods",1,4,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378352,"Downtown",0,4,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378353,"Mill Woods",1,4,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378354,"Downtown",0,4,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378355,"Mill Woods",1,4,023R-43-South,1,1
023R,20260531-Sunday-2-26-04-0000001,32378356,"Downtown",0,4,023R-18-North,1,1
023R,20260531-Sunday-2-26-04-0000001,32378357,"Mill Woods",1,4,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377875,"Downtown",0,1,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377876,"Mill Woods",1,1,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377877,"Downtown",0,1,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377878,"Mill Woods",1,1,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377879,"Downtown",0,1,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377880,"Mill Woods",1,1,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377881,"Downtown",0,1,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377882,"Mill Woods",1,1,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377883,"Downtown",0,1,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377884,"Mill Woods",1,1,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377885,"Downtown",0,11,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377886,"Mill Woods",1,11,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377887,"Downtown",0,11,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377888,"Mill Woods",1,11,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377889,"Downtown",0,11,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377890,"Mill Woods",1,11,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377891,"Downtown",0,11,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377892,"Mill Woods",1,18,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377893,"Downtown",0,18,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377894,"Mill Woods",1,18,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377895,"Downtown",0,18,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377896,"Mill Woods",1,18,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377897,"Downtown",0,18,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377898,"Mill Woods",1,18,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377899,"Downtown",0,4,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377900,"Mill Woods",1,4,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377901,"Downtown",0,4,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377902,"Mill Woods",1,4,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377903,"Downtown",0,4,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377904,"Mill Woods",1,4,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377905,"Downtown",0,4,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377906,"Mill Woods",1,4,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377907,"Downtown",0,4,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377908,"Mill Woods",1,14,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377909,"Downtown",0,14,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377910,"Mill Woods",1,14,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377911,"Downtown",0,14,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377912,"Mill Woods",1,14,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377913,"Downtown",0,14,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377914,"Mill Woods",1,14,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377915,"Downtown",0,14,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377916,"Mill Woods",1,14,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377917,"Downtown",0,14,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377918,"Mill Woods",1,14,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377919,"Downtown",0,14,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377920,"Mill Woods",1,14,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377921,"Downtown",0,14,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377922,"Downtown",0,2,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377923,"Mill Woods",1,2,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377924,"Downtown",0,2,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377925,"Mill Woods",1,2,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377926,"Downtown",0,2,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377927,"Mill Woods",1,2,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377928,"Downtown",0,2,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377929,"Mill Woods",1,2,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377930,"Downtown",0,2,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377931,"Mill Woods",1,2,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377932,"Downtown",0,2,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377933,"Mill Woods",1,2,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377934,"Downtown",0,2,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377935,"Mill Woods",1,2,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377936,"Downtown",0,2,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377937,"Mill Woods",1,2,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377938,"Downtown",0,2,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377939,"Mill Woods",1,19,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377940,"Downtown",0,19,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377941,"Mill Woods",1,19,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377942,"Downtown",0,19,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377943,"Mill Woods",1,19,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377944,"Downtown",0,19,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377945,"Mill Woods",1,19,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377946,"Downtown",0,6,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377947,"Mill Woods",1,6,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377948,"Downtown",0,6,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377949,"Mill Woods",1,6,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377950,"Downtown",0,6,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377951,"Mill Woods",1,6,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377952,"Downtown",0,6,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377953,"Mill Woods",1,6,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377954,"Downtown",0,6,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377955,"Mill Woods",1,2,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377956,"Downtown",0,2,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377957,"Mill Woods",1,2,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377958,"Downtown",0,2,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377959,"Mill Woods",1,2,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377960,"Downtown",0,2,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377961,"Mill Woods",1,2,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377962,"Downtown",0,2,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377963,"Mill Woods",1,2,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377964,"Downtown",0,2,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377965,"Mill Woods",1,2,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377966,"Downtown",0,2,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377967,"Mill Woods",1,2,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377968,"Mill Woods",1,3,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377969,"Downtown",0,3,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377970,"Mill Woods",1,3,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377971,"Downtown",0,3,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377972,"Mill Woods",1,3,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377973,"Downtown",0,3,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377974,"Mill Woods",1,3,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377975,"Downtown",0,3,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377976,"Mill Woods",1,3,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377977,"Downtown",0,3,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377978,"Mill Woods",1,3,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377979,"Downtown",0,3,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377980,"Mill Woods",1,3,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377981,"Downtown",0,3,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377982,"Mill Woods",1,3,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377983,"Downtown",0,3,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377984,"Mill Woods",1,3,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377985,"Downtown",0,3,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377986,"Mill Woods",1,3,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377987,"Downtown",0,3,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377988,"Mill Woods",1,3,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377989,"Downtown",0,3,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377990,"Mill Woods",1,3,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377991,"Downtown",0,3,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377992,"Mill Woods",1,3,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377993,"Downtown",0,3,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377994,"Mill Woods",1,3,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377995,"Downtown",0,3,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377996,"Mill Woods",1,3,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377997,"Downtown",0,3,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32377998,"Mill Woods",1,3,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32377999,"Downtown",0,3,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32378000,"Mill Woods",1,3,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32378001,"Downtown",0,3,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32378002,"Mill Woods",1,3,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32378003,"Mill Woods",1,5,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32378004,"Downtown",0,5,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32378005,"Mill Woods",1,5,023R-43-South,1,1
023R,20260602-Weekday-2-26-04-1111100,32378006,"Downtown",0,5,023R-18-North,1,1
023R,20260602-Weekday-2-26-04-1111100,32378007,"Mill Woods",1,5,023R-43-South,1,1
